gender,age,days_diff,max_date_income,offer_id_count,amount_count,amount_mean,reward_count,reward_mean,xid-0b1e1539f2cc45b7b9fa7c272da2e1d7,xid-2298d6c36e964ae4a3e7e9706d1fb8c2,xid-2906b810c7d4411798c6938adc9daaa5,xid-3f207df678b143eea3cee63160fa8bed,xid-4d5c57ea9a6940dd891ad53e9dbe8da0,xid-5a8bc65990b245e5a138643cd4eb9837,xid-9b98b8c7a33c4b65b9aebfe6a799e6d9,xid-ae264e3637204a6fb9bb56bc8210ddfd,xid-f19421c1d4aa40978ebb69ca19b0e20d,xid-fafdcd668e3743c1bb461111dcafc2a4
M,35.0,125,33881.32854960133,8,9,3.08,1,3.0,0,1,0,1,0,0,1,0,1,0
F,52.0,215,81617.3647550431,12,6,19.315,4,2.5,0,1,1,0,0,0,1,0,0,0
F,57.0,168,32117.79919841632,6,8,28.9325,0,,1,0,0,0,0,1,0,0,0,0
M,31.0,1775,84327.29593996533,12,17,4.498823529411765,4,3.0,0,1,1,0,0,0,1,0,0,1
M,53.0,142,70066.77479263638,12,7,20.268571428571427,3,5.666666666666667,1,0,0,0,1,0,0,1,0,1
F,79.0,487,94192.0951127778,13,8,19.84375,4,4.25,1,0,0,0,0,0,1,0,1,1
M,30.0,414,64381.75214990784,14,16,16.47125,4,5.5,0,0,0,1,1,1,0,0,1,1
M,41.0,16,86290.62253396322,12,3,20.906666666666666,2,7.5,0,0,0,0,0,0,1,1,1,0
F,54.0,290,115873.02862577763,5,3,25.986666666666668,1,10.0,0,0,0,0,1,1,0,0,0,0
F,68.0,207,66855.22643591145,7,7,2.2885714285714287,0,,0,0,0,1,0,1,0,1,0,0
F,64.0,360,65810.58189484883,8,5,4.456,1,2.0,1,1,1,0,0,0,0,0,0,1
F,67.0,34,110791.42055346872,10,3,28.01,2,6.0,0,0,1,0,1,0,0,0,0,0
F,79.0,562,119335.39954968978,9,9,24.018888888888892,2,6.0,0,0,1,1,0,0,0,1,0,1
M,39.0,124,74933.80395859327,4,3,1.9866666666666666,0,,0,0,1,1,0,0,0,1,0,0
M,59.0,75,31494.128040664866,8,5,0.56,0,,1,0,0,0,0,1,0,1,0,0
F,70.0,1093,132213.9930282183,13,9,127.65777777777777,3,6.666666666666667,0,0,0,1,0,1,1,1,1,0
F,92.0,731,66498.81994219632,16,8,15.0975,3,6.0,1,1,0,0,1,1,0,1,1,0
F,68.0,419,55710.72573179312,8,4,11.955,2,3.0,0,1,0,0,0,0,0,0,0,0
M,47.0,333,64364.248664448816,7,5,16.748,1,5.0,0,0,0,0,0,1,1,0,1,0
F,59.0,428,117105.30376021171,8,6,26.724999999999998,1,10.0,0,0,0,1,0,1,0,1,1,0
M,74.0,236,96693.83906396644,3,3,26.62,0,,1,0,0,1,0,0,0,0,0,0
F,62.0,854,110151.46003056577,9,8,23.5925,3,7.333333333333333,0,0,1,0,0,1,0,1,0,0
M,27.0,83,47829.773952129326,6,6,2.53,1,2.0,0,0,1,0,0,0,0,0,0,1
M,35.0,375,35715.22699349673,16,18,7.137777777777779,4,4.25,0,1,0,1,0,1,0,1,0,1
F,58.0,565,93500.99541913402,13,6,23.11,3,4.0,0,0,1,0,1,0,1,0,1,0
M,60.0,377,55219.54130970607,9,22,2.8022727272727272,0,,0,0,0,1,1,0,0,1,0,0
F,56.0,40,46389.60867533965,5,4,3.61,1,2.0,0,1,1,0,0,0,0,1,0,0
F,64.0,1032,105662.56773932994,17,4,22.817500000000003,6,4.5,1,1,0,0,0,0,0,1,1,1
M,67.0,271,41293.39597884476,9,6,2.3833333333333333,0,,0,0,0,1,0,0,1,1,0,1
F,77.0,254,87566.37334660366,14,5,166.41,2,6.0,0,0,1,1,1,0,0,0,1,0
F,53.0,696,59061.46854432268,12,16,12.788125,4,6.25,0,1,0,0,1,0,0,1,0,1
M,25.0,1436,48730.37980919889,8,8,2.7575000000000003,0,,0,1,1,1,0,0,1,0,0,0
M,45.0,8,33055.711946948046,8,4,3.4,1,3.0,1,1,0,1,0,0,1,0,0,1
F,70.0,250,90654.9315781438,12,7,23.728571428571428,4,5.5,0,0,0,1,1,0,1,0,1,1
F,51.0,715,99993.6412046957,10,5,24.826,2,4.0,1,1,0,1,0,1,0,0,0,0
M,55.0,341,33311.00402502345,7,5,1.7900000000000003,0,,0,1,0,1,1,0,0,1,0,0
F,70.0,638,107535.2246580119,14,6,21.781666666666666,4,5.75,1,1,0,0,0,1,0,1,0,0
F,52.0,35,55407.39181381162,10,9,12.03111111111111,2,3.5,0,0,1,0,0,1,0,0,1,0
F,57.0,528,87185.56438155242,8,2,14.475,1,2.0,0,0,1,0,0,0,0,1,1,0
M,30.0,55,64746.51991002702,18,11,17.294545454545457,6,4.333333333333333,0,0,0,0,1,0,1,0,1,1
M,64.0,40,48406.54818296312,12,7,3.4457142857142857,2,2.5,0,1,0,0,1,0,0,1,0,1
F,24.0,738,66597.04235303908,12,22,14.116363636363637,4,6.25,0,1,0,0,0,0,0,1,0,1
F,51.0,19,88353.25194901357,13,5,30.916000000000004,3,5.0,1,0,0,0,0,0,0,1,1,0
M,55.0,332,45045.475127647034,12,6,3.0366666666666666,1,2.0,0,0,1,0,1,1,0,1,0,1
M,57.0,281,77455.91224375473,10,4,25.447499999999998,2,7.5,1,0,1,0,1,0,0,0,0,0
M,50.0,428,100688.67239195773,6,2,22.765,1,5.0,0,0,0,0,0,0,1,0,1,0
O,80.0,33,50349.119274977136,6,6,2.638333333333333,0,,1,0,1,1,0,0,0,0,0,1
F,56.0,228,57708.67330267288,12,13,2.968461538461539,2,2.0,0,0,1,1,1,0,0,0,0,1
F,65.0,345,47320.02804156793,12,6,4.693333333333333,2,7.5,0,0,0,1,0,1,1,1,0,1
F,33.0,54,40458.04337821,6,8,8.24875,0,,0,0,0,0,1,1,0,0,0,0
F,88.0,1057,118717.60819895276,15,8,28.67125,5,3.8,1,0,1,0,0,0,1,0,1,1
F,65.0,305,61852.52494136131,10,4,13.33,2,3.5,0,0,1,1,0,0,0,0,1,0
M,54.0,208,45972.660587950566,10,10,3.035,1,2.0,1,0,0,0,0,1,1,1,0,1
M,60.0,1132,87600.89004334531,14,3,12.576666666666668,2,5.0,1,0,0,0,1,0,1,1,1,0
M,51.0,128,34930.12376548512,7,3,7.093333333333334,1,3.0,0,1,1,1,0,0,0,0,0,0
F,57.0,237,69381.94712022808,8,10,4.179,1,5.0,0,0,0,1,1,0,1,0,0,0
M,62.0,570,71045.4960929318,10,16,1.696875,1,2.0,0,1,0,1,0,1,0,0,0,1
M,58.0,754,85579.17539375875,13,9,16.392222222222223,4,6.25,1,0,1,0,1,0,1,0,0,0
F,40.0,183,76911.16387145456,10,7,2.787142857142857,1,3.0,1,1,1,0,0,1,1,0,0,0
F,83.0,74,68053.60338973251,14,13,17.915384615384617,4,3.5,0,0,1,1,0,0,1,0,1,1
F,64.0,778,123717.8211432925,9,6,28.311666666666667,2,6.0,0,0,1,0,0,1,1,1,0,0
F,54.0,1344,63725.59734568917,10,19,8.323684210526316,2,2.5,1,1,1,0,1,1,0,0,0,0
F,90.0,85,85519.05640862891,8,5,24.896,0,,1,0,0,0,1,1,0,0,0,1
F,68.0,385,94357.07003549201,9,4,22.705,3,8.333333333333334,0,0,0,0,1,0,1,0,0,0
M,45.0,284,60517.54260402151,9,3,12.063333333333333,1,10.0,0,0,0,0,1,1,1,1,0,0
F,73.0,147,67046.24053076158,9,5,14.946000000000002,0,,0,0,1,0,1,0,0,1,0,0
M,18.0,1,40008.43497593507,13,6,8.773333333333333,3,5.666666666666667,1,0,1,1,0,1,1,1,0,0
M,23.0,13,35096.06934284886,8,8,1.76,0,,0,0,1,0,1,0,1,1,0,1
F,62.0,983,88582.45380359938,14,4,22.4025,4,5.75,0,1,0,0,0,0,1,1,1,1
M,57.0,303,55430.607621505245,12,9,2.08,2,2.5,0,1,0,0,1,1,0,0,1,1
F,55.0,185,77983.38292131164,10,7,19.97714285714286,2,10.0,0,0,0,1,0,1,0,1,0,0
M,26.0,609,84139.32562455248,12,19,4.648421052631579,3,4.0,1,0,1,0,0,0,1,0,0,1
F,65.0,282,54124.44563486497,2,3,12.093333333333334,0,,0,0,0,1,0,0,0,0,0,0
M,36.0,373,61663.928104668084,10,11,13.92909090909091,2,5.0,0,0,0,1,0,1,1,0,1,0
F,55.0,933,93740.51572449828,13,6,17.868333333333336,3,6.666666666666667,1,0,0,1,0,0,0,1,1,0
M,38.0,42,43382.490141149196,6,7,3.282857142857143,0,,1,1,0,0,1,0,0,1,0,0
M,72.0,206,58485.98993348182,10,4,17.97,2,4.0,0,1,0,0,1,0,0,0,1,1
M,67.0,360,33444.721946562524,11,13,2.607692307692308,0,,0,0,0,1,0,1,0,1,1,0
M,25.0,47,72717.07097150217,10,7,4.785714285714286,1,2.0,0,0,1,0,0,1,0,1,1,1
F,80.0,477,72983.34218933496,13,9,14.066666666666666,5,3.8,1,0,1,0,0,0,0,0,1,1
F,45.0,35,55407.39181381162,8,4,14.4175,2,7.5,0,0,0,0,0,0,1,1,0,0
M,32.0,284,61579.253877776275,11,8,4.05625,2,3.5,0,0,1,0,0,1,1,1,1,0
F,18.0,65,46634.78805361785,6,7,2.4499999999999997,0,,0,0,0,1,1,0,1,0,0,1
M,58.0,948,85488.60539569853,11,10,20.816,3,4.0,0,0,0,1,0,0,1,0,0,1
M,61.0,336,70845.4731249597,5,0,,0,,1,0,0,1,0,0,0,0,0,1
F,76.0,791,85067.93593060246,7,3,17.433333333333334,2,2.0,1,0,1,1,0,0,1,0,0,0
F,67.0,1058,67495.8179575848,11,14,2.995,3,3.0,0,1,0,0,0,0,0,1,0,0
F,45.0,1060,108789.12944060976,12,9,22.628888888888888,4,4.25,1,0,1,0,0,0,1,0,1,0
M,32.0,365,34559.999999998734,15,23,7.388695652173913,5,5.0,1,1,0,0,0,0,1,1,0,1
M,44.0,1312,50110.181123407885,9,16,2.9343749999999997,0,,1,0,0,0,1,0,0,1,0,0
M,88.0,805,139829.05199039346,12,5,21.282,3,7.333333333333333,0,0,1,1,0,1,0,1,0,0
M,70.0,341,71994.7506347281,7,3,4.81,0,,0,1,1,0,0,0,0,1,0,1
M,56.0,289,79712.3388455057,3,0,,0,,0,0,1,0,0,1,0,0,0,0
M,75.0,221,51337.353577680806,12,6,2.373333333333333,0,,0,1,0,0,1,1,0,0,0,1
F,37.0,356,62521.242698743335,8,12,15.43,2,3.0,0,1,0,0,0,1,0,0,0,0
M,71.0,182,40525.7162043378,15,9,7.763333333333334,3,5.0,0,0,1,0,1,0,1,1,1,0
M,46.0,324,59959.40758430595,10,5,15.73,2,6.0,0,0,0,0,1,1,0,1,0,1
M,73.0,169,37305.954603870356,13,11,8.564545454545454,5,5.0,1,1,0,0,0,0,0,1,0,1
M,42.0,2,53022.35504303258,9,4,14.4525,1,10.0,0,0,0,1,0,0,1,1,0,1
M,34.0,580,64414.93556820857,10,16,3.379375,3,3.0,0,0,0,0,1,0,1,0,0,1
M,73.0,708,73143.11936007549,9,7,15.552857142857144,3,5.0,0,1,0,0,0,0,0,1,0,1
M,65.0,393,41283.01108866132,8,14,2.43,1,2.0,1,0,0,1,0,0,1,0,0,1
M,41.0,340,84871.43562503619,12,6,20.086666666666666,4,4.75,0,0,1,0,0,0,0,1,1,1
F,57.0,1651,84983.87144314473,14,11,15.065454545454545,5,5.4,1,0,0,0,0,0,1,1,1,1
F,52.0,777,81283.14193193914,9,11,20.001818181818184,3,3.0,1,0,1,0,0,0,0,0,0,1
M,25.0,688,53181.345572679806,10,18,2.9000000000000004,1,2.0,1,0,1,0,0,1,0,0,1,0
F,67.0,2,76032.05628812218,8,0,,0,,1,0,0,1,0,1,1,0,0,0
M,27.0,1563,45881.84473432699,11,17,3.048235294117647,2,3.0,0,1,0,1,0,1,0,0,1,0
M,33.0,1278,72009.80247912821,5,11,2.54,1,5.0,0,0,1,1,0,0,1,0,0,0
M,66.0,1058,54996.59240988392,10,17,11.899411764705881,3,2.0,0,0,1,1,0,0,0,0,0,1
O,71.0,779,65996.75203434378,17,9,12.648888888888889,5,5.4,0,0,0,1,1,0,1,0,1,1
M,58.0,713,66246.91271547085,14,9,14.686666666666667,4,5.5,1,0,1,0,1,1,0,1,0,0
M,59.0,234,97703.64831299073,10,4,21.9275,2,5.0,1,0,0,0,0,1,1,0,0,1
M,75.0,290,80792.20344549633,8,2,22.36,0,,0,1,0,0,1,1,1,0,0,0
M,46.0,758,71571.7044873923,13,19,10.447368421052632,3,3.3333333333333335,0,1,0,1,1,1,1,0,0,1
M,28.0,232,70358.97291900349,7,7,3.0900000000000003,0,,0,0,1,0,1,0,0,0,1,0
M,18.0,88,56030.051233571816,6,4,2.795,0,,1,0,0,1,0,1,0,0,0,0
M,78.0,726,110714.58297199146,6,10,90.47900000000001,2,6.0,0,0,0,0,1,0,0,0,0,1
M,73.0,935,112048.89669513404,12,15,22.180666666666664,4,5.0,0,1,1,0,0,0,0,1,1,0
M,40.0,1690,92826.06126509937,13,14,15.10142857142857,4,5.5,1,0,1,0,1,1,0,0,1,0
O,51.0,1754,130274.57938481128,9,2,27.915,1,5.0,1,1,0,0,0,1,1,0,0,0
F,35.0,882,71058.89609463212,16,17,16.23,5,6.4,1,0,0,0,1,1,0,1,1,1
M,59.0,423,63410.75456353737,9,8,17.2425,3,5.666666666666667,0,0,1,0,1,0,1,0,0,0
M,55.0,500,94450.63718932185,14,8,21.95375,3,6.0,0,1,0,1,0,1,1,1,1,0
F,73.0,319,121931.60707891118,10,4,25.76,2,7.5,0,0,0,0,0,1,0,1,1,0
M,55.0,1186,59069.34348905782,8,14,2.6735714285714285,1,2.0,1,0,1,0,1,0,0,0,0,1
M,29.0,58,59725.96614381933,7,6,2.18,0,,0,0,0,0,1,0,1,1,0,1
O,56.0,340,89168.72350478485,10,1,20.2,0,,0,0,0,1,1,0,1,0,0,0
F,69.0,505,77864.92436879735,13,12,18.749166666666664,3,4.333333333333333,1,1,0,0,0,1,0,0,1,0
F,66.0,714,96485.14468327588,10,7,20.054285714285715,2,4.0,1,1,0,0,0,1,1,0,0,0
M,28.0,1207,60621.29099231514,4,10,2.976,1,2.0,0,0,1,0,0,0,0,0,0,1
F,94.0,444,80164.26191429253,14,5,21.028,2,7.5,0,0,0,1,1,1,1,0,0,0
M,72.0,297,66006.78097481305,14,11,18.144545454545455,4,4.75,0,0,1,0,1,1,0,0,1,0
M,19.0,298,35140.050061230926,6,5,2.7720000000000002,0,,0,0,0,0,0,1,0,1,0,1
M,64.0,319,60965.80353945559,16,14,28.767142857142858,4,6.0,0,0,0,1,1,1,0,1,0,1
M,42.0,561,50650.57361657287,6,12,3.4125,0,,0,0,1,0,1,0,0,1,0,0
M,37.0,224,31450.92099638094,3,10,6.4719999999999995,0,,1,0,0,0,0,0,0,1,0,0
M,40.0,235,38879.54092375026,9,5,1.766,0,,1,1,0,0,0,0,0,1,0,1
M,21.0,806,46224.432169039785,12,15,8.394666666666668,4,5.5,1,0,1,0,1,1,1,0,0,0
F,45.0,900,48358.71263108235,6,13,3.2953846153846156,1,3.0,0,1,1,0,0,0,1,0,0,0
F,81.0,1028,65828.1752346996,8,16,2.09625,0,,0,0,0,0,1,0,0,1,1,0
M,26.0,332,65423.1900663445,14,11,17.084545454545456,4,6.0,0,0,0,0,1,1,0,1,0,1
F,51.0,389,82496.41463630015,13,12,20.2925,4,4.25,0,1,1,0,0,1,0,1,0,1
M,60.0,362,69076.29152004448,6,3,1.7100000000000002,0,,0,0,1,1,1,0,0,0,1,0
M,29.0,253,51684.91174621685,11,14,10.358571428571427,4,5.5,0,0,1,0,0,0,1,1,1,0
F,76.0,349,57047.218520903734,14,6,12.299999999999999,4,6.25,0,1,1,0,0,0,0,1,0,0
F,37.0,1286,81311.7288499254,10,20,4.0475,3,3.0,0,0,1,0,0,0,1,0,0,1
F,49.0,213,53342.70044037341,7,6,19.296666666666663,2,3.5,1,0,1,0,1,0,1,0,0,0
M,45.0,332,51480.54300302518,5,2,4.665,0,,1,0,1,0,1,0,0,0,0,0
M,60.0,37,35274.12144995258,13,12,9.431666666666667,4,6.75,0,0,0,0,1,0,1,1,0,1
M,49.0,112,62457.68621702576,5,7,17.071428571428573,0,,0,1,1,0,0,1,0,0,0,0
F,57.0,825,110669.97023651142,10,6,23.189999999999998,3,6.0,1,1,0,0,0,1,0,1,0,0
M,76.0,1605,98190.84381897638,12,15,4.263333333333333,2,3.5,0,0,0,0,1,1,1,0,1,1
M,52.0,655,82663.18078844162,12,11,18.11909090909091,4,4.5,1,1,0,0,0,1,0,0,0,0
M,25.0,1808,90772.38449927304,11,21,2.6604761904761904,2,3.0,0,1,0,0,0,1,0,1,1,0
F,98.0,730,106142.3999999922,7,6,20.121666666666666,2,6.0,0,0,0,1,1,0,0,0,0,1
M,24.0,295,53208.831852786396,10,16,13.599375,3,4.0,1,0,0,0,0,0,1,0,1,1
M,26.0,360,72283.75388450609,12,11,11.69,2,6.0,0,0,1,0,1,0,1,1,0,1
M,19.0,166,32104.25783868966,5,2,3.115,0,,0,0,1,0,0,1,0,1,0,0
M,58.0,383,96485.50114775328,10,8,25.337500000000002,4,4.25,0,1,1,0,0,0,0,1,0,0
M,61.0,521,88173.09152660055,9,9,22.69,2,7.5,0,0,0,0,1,1,1,1,0,0
M,32.0,245,62127.965950942984,8,7,2.9499999999999997,0,,1,0,0,1,0,1,1,0,0,1
F,45.0,20,89376.1093354523,11,3,25.323333333333334,3,5.0,0,1,0,1,0,0,0,1,0,1
F,79.0,878,68592.2442593277,11,12,15.7475,3,3.3333333333333335,0,1,0,1,0,0,1,0,1,1
F,76.0,85,66175.46031620093,11,8,1.9324999999999999,0,,0,0,0,1,0,0,0,0,1,1
F,58.0,596,64632.6150077424,9,8,13.585,2,6.0,0,0,0,1,1,0,0,0,0,1
M,74.0,145,68049.0185366191,11,3,17.286666666666665,2,5.0,1,0,1,0,0,0,1,0,1,0
M,66.0,308,80032.32224388757,7,5,4.384,1,2.0,0,0,1,0,0,0,0,1,1,0
F,26.0,289,39324.75383044948,8,7,2.488571428571429,1,2.0,0,0,1,1,0,0,0,0,0,1
M,74.0,820,84400.94974050223,5,8,18.74875,1,10.0,0,0,0,1,1,0,0,0,0,0
F,61.0,1108,73263.84293808024,9,18,3.938888888888889,2,2.0,0,0,1,1,0,0,0,0,0,1
F,54.0,92,79527.84612853087,12,2,31.86,2,6.5,0,1,0,0,1,0,0,1,1,0
F,76.0,305,90645.94172440883,6,6,23.361666666666665,2,3.5,0,0,1,0,0,0,0,1,1,0
M,58.0,310,40566.813531442625,8,3,6.21,1,3.0,1,1,0,0,1,1,0,0,0,0
M,87.0,689,48567.12014328603,8,10,2.45,1,2.0,0,0,1,0,1,1,0,0,0,1
F,84.0,314,119666.23013168562,10,2,25.67,2,6.0,0,0,1,0,0,1,0,1,0,0
F,71.0,760,103294.53409222579,11,9,25.01,4,5.5,1,0,0,0,1,0,0,0,1,1
F,74.0,469,79484.00334056758,10,9,19.295555555555556,3,8.333333333333334,1,0,0,0,1,0,0,1,0,0
M,37.0,725,72240.5994045724,11,13,16.043076923076924,4,5.75,1,1,0,0,0,0,1,1,0,0
M,76.0,334,45064.47500566405,8,8,2.12625,0,,0,0,0,0,0,1,0,1,0,0
F,62.0,787,131035.83784612457,15,12,26.020833333333332,5,4.0,1,1,0,0,0,0,1,0,1,1
F,56.0,633,92565.69204225655,5,5,26.060000000000002,1,5.0,1,0,1,1,0,0,0,0,0,0
M,47.0,294,36174.3774098218,10,3,2.33,0,,0,0,0,1,0,1,1,0,1,1
M,76.0,247,63207.63163579799,12,2,11.864999999999998,0,,0,1,0,1,0,0,0,0,1,1
F,87.0,238,101991.94038892078,6,5,20.612000000000002,2,6.5,0,1,0,0,1,0,0,0,0,0
M,76.0,358,46371.50673665849,7,3,4.8133333333333335,0,,0,0,0,0,1,0,1,1,0,0
M,70.0,924,64400.365999651214,16,20,12.443999999999999,4,8.25,0,1,0,1,1,1,0,1,0,0
M,28.0,388,37983.760095737845,10,10,9.018,3,4.333333333333333,1,1,0,0,0,1,1,0,0,0
M,57.0,656,84977.29601298492,14,15,19.88,4,2.5,0,1,1,0,0,1,0,0,0,1
M,77.0,496,67725.07797049903,10,6,11.306666666666667,2,6.0,0,0,1,0,1,1,0,1,0,0
M,58.0,80,34578.38230800522,5,3,28.173333333333332,1,2.0,1,0,1,0,0,0,0,0,0,1
M,94.0,365,102599.99999999623,14,8,28.90125,4,5.5,1,0,0,0,0,1,0,1,1,1
F,34.0,527,49171.231466509955,12,15,10.331333333333333,4,7.5,1,0,0,1,1,0,0,1,1,0
F,23.0,239,56790.99160217977,10,6,3.58,2,2.5,1,1,1,0,0,1,0,0,0,1
F,89.0,283,40336.52246277406,8,12,7.980833333333333,1,3.0,0,1,0,1,0,1,0,1,0,0
M,44.0,349,58123.58113450569,11,0,,0,,1,1,0,1,0,0,0,1,0,1
F,58.0,959,107720.94526477123,11,6,20.905,2,3.5,0,0,1,1,0,0,1,0,1,0
M,64.0,158,51693.78946480502,6,6,12.043333333333335,1,5.0,1,0,0,1,0,0,0,0,0,0
M,54.0,140,72097.15219333353,12,11,17.58,4,6.5,0,1,0,0,1,0,0,1,0,0
M,33.0,915,89747.02026821904,6,8,22.197499999999998,1,10.0,0,0,0,0,1,1,1,0,0,0
M,58.0,474,55255.447499932576,12,7,10.194285714285714,3,3.3333333333333335,0,1,1,1,0,0,1,1,0,0
M,25.0,92,36705.15975162963,4,7,1.8414285714285714,0,,0,0,0,0,0,0,0,0,1,0
M,29.0,1024,39711.80593958874,9,14,6.453571428571428,2,3.5,1,0,0,0,1,0,1,0,0,1
F,100.0,207,74167.51682733926,9,3,16.349999999999998,3,4.666666666666667,0,0,1,0,0,0,0,1,0,1
M,21.0,265,46528.52001815131,6,5,2.94,0,,0,1,1,0,0,0,1,0,0,1
M,54.0,169,58031.48493935388,10,0,,0,,0,0,0,1,0,1,0,1,0,1
F,45.0,337,42945.70461908039,12,7,11.828571428571427,2,2.5,1,1,1,0,0,1,0,0,0,1
F,23.0,1784,75747.38977610675,5,11,3.2290909090909095,0,,1,0,0,0,1,0,0,0,0,0
F,58.0,5,47049.57638799188,9,9,4.115555555555556,1,5.0,1,0,0,1,0,0,1,1,0,1
M,60.0,649,111224.87303854493,11,7,27.018571428571427,3,4.0,0,0,1,1,0,0,0,0,1,0
F,64.0,806,50965.39957099259,10,10,11.787,3,7.333333333333333,0,0,1,0,1,1,0,0,0,0
F,46.0,535,54851.31756766487,6,7,14.852857142857143,2,7.5,1,0,0,1,1,0,0,0,0,0
F,58.0,959,100376.335360355,12,12,20.050833333333333,4,6.75,1,0,1,1,1,0,0,1,0,0
M,31.0,244,53692.51259825244,14,17,12.19764705882353,4,2.25,0,1,1,0,0,0,0,0,0,1
F,73.0,171,32138.121948110987,8,5,8.234,1,5.0,0,0,0,1,0,0,0,0,1,0
M,47.0,429,84289.8118396546,10,6,21.148333333333333,3,3.3333333333333335,1,1,0,1,0,0,0,0,0,1
M,60.0,640,36623.17695029709,9,15,7.8806666666666665,3,5.666666666666667,0,0,1,0,1,0,1,0,0,0
F,69.0,240,73633.47621825365,6,2,20.085,0,,0,0,0,1,0,1,1,0,0,0
F,53.0,904,133098.66898108163,14,7,164.5514285714286,4,2.75,0,0,0,0,0,0,0,0,1,1
F,19.0,907,64169.9369663981,6,6,14.781666666666666,1,10.0,0,0,0,1,0,0,0,1,0,0
M,61.0,150,49542.39838710308,5,4,1.2349999999999999,0,,1,0,0,0,0,0,1,1,0,0
M,59.0,507,92364.49547664257,12,6,23.0,4,5.5,1,0,0,1,0,0,1,1,0,1
F,57.0,247,52673.02636316499,10,1,6.45,0,,1,0,0,0,0,1,0,1,0,0
F,50.0,675,87624.31722791285,5,4,21.0925,1,10.0,0,0,0,0,0,1,0,1,0,0
F,64.0,315,103661.3577997246,6,6,26.653333333333336,2,7.5,1,0,0,0,0,0,1,1,0,0
M,47.0,128,63696.10804294345,8,4,12.0075,1,10.0,0,0,0,0,1,0,1,1,0,0
F,70.0,822,110599.98736360228,7,2,24.545,2,7.5,0,0,0,0,1,0,1,1,0,0
M,49.0,1015,58216.135100506,15,18,11.91777777777778,5,6.6,1,1,0,0,1,1,0,0,1,0
F,71.0,339,39741.53241593638,10,3,8.263333333333334,2,4.0,1,1,0,0,1,0,1,0,1,0
F,67.0,413,81823.95578260388,10,6,18.041666666666668,2,3.5,0,0,0,1,0,0,0,1,1,1
F,74.0,710,92919.32779071179,8,7,21.365714285714287,2,2.0,0,0,0,0,0,1,0,0,0,1
M,29.0,182,69621.10219719571,8,8,4.1425,0,,0,0,0,0,1,0,0,0,0,0
F,67.0,230,77677.14669085269,8,4,16.0925,2,4.0,1,1,0,0,0,1,0,0,0,0
F,66.0,192,64561.483427828425,16,11,15.523636363636365,4,5.0,0,1,0,0,0,1,1,1,0,1
M,57.0,1007,64300.78575121681,14,8,8.995,4,2.5,0,1,1,0,1,0,0,0,0,1
M,43.0,87,90647.6948998354,9,1,27.46,2,3.5,0,0,0,1,0,0,1,0,0,1
F,69.0,164,86955.5052841798,11,5,25.058,2,6.0,0,0,1,1,1,0,0,1,0,1
M,60.0,599,43115.674481343995,8,11,7.685454545454546,2,4.0,1,1,0,1,1,0,0,0,0,0
M,67.0,1793,91945.1922129977,7,2,17.965,1,5.0,0,0,0,1,0,0,1,0,0,1
M,74.0,89,66231.29681635612,12,6,3.578333333333333,2,4.0,0,1,0,0,0,1,0,0,1,1
M,67.0,77,66063.9284956092,8,9,2.2755555555555556,0,,0,1,0,0,1,0,0,1,1,0
M,80.0,100,73534.25380100487,12,6,22.194999999999997,3,5.666666666666667,1,0,0,1,0,0,0,1,0,1
F,79.0,941,123165.92209377581,7,5,28.913999999999998,2,3.5,1,0,0,0,0,1,0,0,0,1
M,66.0,498,92189.38439403517,10,6,18.61,3,5.0,0,1,1,0,1,0,0,1,0,0
M,23.0,211,69002.62513912488,12,7,14.200000000000001,4,4.75,0,0,1,0,0,0,1,1,0,0
F,37.0,977,109359.31595098418,11,12,21.829166666666666,3,5.666666666666667,0,0,0,1,0,0,1,1,0,1
M,44.0,166,67315.379339188,14,9,15.81777777777778,4,8.75,1,0,0,0,1,1,0,1,0,0
F,89.0,286,109402.38693117337,3,5,22.122,1,10.0,0,0,0,0,1,0,0,0,0,0
M,63.0,1153,84164.00124330516,9,19,3.882631578947369,1,2.0,0,0,0,0,1,0,0,1,0,1
F,43.0,346,78524.78371711144,10,3,17.55333333333333,0,,1,1,0,0,0,0,0,0,0,1
M,75.0,739,63105.23933458006,14,16,14.091875,5,5.0,1,1,1,0,1,1,1,0,0,0
F,54.0,313,70502.7326776917,14,16,17.1,3,6.666666666666667,0,0,0,1,1,1,1,0,1,0
M,41.0,139,61784.53024721243,12,4,14.0175,2,2.0,0,1,0,1,0,0,1,0,0,1
M,71.0,565,63085.00895748801,7,3,11.566666666666668,1,5.0,0,0,0,0,1,0,1,0,0,1
F,50.0,911,71494.73198790319,10,5,14.934000000000001,2,2.0,0,0,1,0,0,0,0,0,1,0
F,60.0,555,50586.53543349127,10,11,3.514545454545454,1,2.0,0,1,0,1,0,1,0,1,0,1
M,66.0,735,82901.7540175623,11,11,18.293636363636367,3,3.3333333333333335,1,1,1,1,0,0,0,0,0,1
F,47.0,248,55845.181781264604,13,11,13.716363636363637,4,5.5,1,0,0,0,1,0,0,1,0,1
M,75.0,286,49921.47753170047,11,5,2.984,1,5.0,0,1,1,0,0,1,1,0,0,0
F,28.0,181,47789.48512362809,7,1,1.1,0,,1,1,0,1,0,1,0,1,0,0
F,41.0,298,92641.95016142698,14,9,23.876666666666665,4,6.25,0,1,1,1,0,0,0,1,0,0
